88,116,354,443,578,661,959,966,1010,1122,1178,1180,1193,1265,1360,1378,1547,1594,1723,1754,1775,1798,1840,1918,2442,2520,2648,2932,3508,3538,3648,3696,3845,4018,4445,4520,4651,4690,5015,5163,5225,5394,5423,5666,5837,5902,6092,6113,6166,6243,6356,6375,6661,6882,6905,6932,7063,7265,7594,7689,7720,7759,7779,7888,7942,8024,8107,8275,8443,8574,8673,8859,9153,9174,9292,9355,9370,9485,9605,9890
601,615,710,841,848,940,956,983,1172,1194,1236,1269,1462,1680,1827,1841,2027,2250,2373,2407,2410,2575,2590,2700,2702,2709,2801,2921,2938,3423,3509,3722,3851,4038,4094,4171,4189,4253,4274,4511,4548,4717,4723,4785,4828,4946,4968,5179,5203,5368,5492,5573,5649,5738,5760,6125,6241,6260,6533,7175,7252,7329,7338,7353,7359,7508,7522,7921,8041,8093,8200,8277,8371,8852,9063,9116,9166,9494,9808,9862
62,100,341,839,1000,1327,1355,1441,1792,1829,1866,2008,2009,2076,2134,2376,2391,2707,2983,2988,3041,3068,3228,3427,3436,3513,3560,3638,3655,3744,3862,3918,3975,4034,4064,4181,4368,4420,4829,4858,4993,5003,5011,5856,6108,6260,6287,6421,6524,6545,6857,6920,6999,7118,7289,7303,7455,7745,7769,7904,7960,8041,8257,8331,8412,8413,8511,8731,8788,8872,9012,9186,9189,9255,9336,9537,9598,9835,9863,9962
75,165,320,356,562,686,1058,1113,1179,1277,1334,1544,1576,1792,1819,1927,2086,2313,2388,2531,2572,2607,2815,2815,2834,2986,3109,3159,3181,3441,3850,3947,4262,4314,4324,4412,4546,4555,4634,4743,5114,5199,5378,5487,5620,5814,5844,5866,5886,6011,6079,6121,6176,6430,6462,6672,6804,6836,6888,7241,7281,7794,7898,8296,8296,8325,8336,8482,8495,8649,8760,8839,8860,9061,9403,9421,9454,9731,9870,9898
5,29,43,106,152,199,327,445,1218,1239,1320,1558,1738,1844,1894,2078,2247,2539,2626,3001,3685,3913,4131,4167,4391,4438,4708,4754,4785,4850,4963,5014,5050,5060,5208,5216,5343,5357,5450,5691,6090,6101,6256,6273,6351,6414,6521,6571,6771,6939,7383,7499,7618,7639,7750,7937,8114,8154,8181,8377,8496,8534,8646,8726,8750,8818,8830,9029,9191,9382,9397,9438,9545,9659,9700,9703,9706,9725,9870,9984
14,192,316,440,444,538,617,620,641,1122,1178,1179,1319,1389,1478,1481,1536,1692,1810,1978,2095,2168,2255,2759,2820,2971,3041,3094,3136,3155,3539,4032,4452,4470,4608,4630,4679,4863,4950,4954,5110,5182,5213,5355,5372,5538,5602,5680,5702,5717,5723,5863,6261,6266,6266,6336,6379,6430,6523,6589,6646,6702,6966,7350,7385,7540,7712,7818,8064,8297,8391,8493,8702,8714,8974,9109,9154,9303,9406,9513
68,221,230,231,280,474,508,869,968,995,1046,1311,1328,1349,1431,1646,1765,1768,2102,2110,2146,2217,2631,2655,2879,2926,2939,2940,2944,3093,3554,3677,4152,4301,4357,4402,4614,4964,4974,5015,5139,5161,5172,5283,5388,5887,5930,6074,6082,6236,6399,6470,6517,6539,6586,6620,6626,6946,7058,7068,7198,7384,7504,7561,7652,7822,7859,7863,7922,8074,8101,8645,9402,9504,9600,9612,9690,9716,9749,9962
203,274,308,396,441,540,736,775,779,805,811,1150,1224,1445,1634,1833,1927,2050,2051,2409,2432,2566,2674,2719,2761,2833,2871,2929,3241,3280,3358,3361,3519,3741,3743,3837,3926,4026,4027,4170,4174,4549,4585,4659,4682,4836,4951,5090,5340,5499,5572,5616,5801,5895,6123,6271,6505,6579,6876,7367,7540,7660,7786,7864,7893,7982,8017,8105,8138,8233,8504,8622,8711,8796,8837,9199,9344,9748,9809,9921
338,431,582,650,1014,1213,1275,1318,1431,1544,1564,1569,1591,1636,1705,1839,1864,2077,2380,2413,2461,2538,2677,2703,2839,2905,3185,3525,3755,4256,4286,4418,4487,4752,4759,4839,4994,5062,5065,5192,5257,5280,5570,5580,5601,5632,5759,5854,5872,5886,6083,6093,6120,6161,6202,6854,6878,7061,7431,7444,7579,7631,7656,7742,7801,7907,7935,7944,7968,8109,8261,8331,8622,8869,9082,9230,9373,9391,9680,9717
709,720,848,856,874,991,1092,1230,1269,1383,1391,1428,1468,1508,1571,1605,1711,1792,2104,2145,2359,2386,2402,2586,3176,3233,3610,3642,3970,3994,4042,4221,4526,4597,4811,4879,4967,4988,5212,5277,5636,5723,5803,5963,6026,6046,6065,6301,6334,6356,6539,6560,6716,6734,6736,6887,7161,7505,7520,7567,7667,7767,7772,7779,7923,8043,8256,8487,8523,8599,8726,8747,8785,8972,8995,9033,9049,9183,9771,9909
301,463,517,540,614,774,881,910,973,1103,1274,1395,1564,1601,1822,1855,1915,2022,2284,2738,2810,2881,2966,3593,3650,3661,3672,3846,3906,4113,4223,4511,4747,4790,4806,4824,4850,4935,5215,5505,5839,5957,6053,6071,6074,6228,6394,6511,6688,6690,6860,6956,6982,7024,7179,7333,7340,7409,7551,7583,7623,7624,7805,7936,8127,8157,8472,8490,8590,9124,9233,9353,9396,9448,9473,9535,9574,9771,9868,9975
87,108,303,591,708,722,1212,1371,1412,1579,1628,1663,1851,1958,2000,2378,2487,2535,2972,3012,3144,3250,3294,3359,3428,3456,3497,3549,3695,3850,3939,4073,4163,4199,4255,4301,4350,4367,4383,4890,5189,5468,5823,5884,6105,6143,6256,6318,6449,6547,6678,6740,6758,6853,6890,7096,7246,7428,7679,7682,7714,7779,7790,7794,7833,7992,8237,8500,8589,8738,8913,8957,9022,9294,9334,9546,9547,9555,9602,9786
101,203,345,389,461,487,828,955,966,1138,1162,1232,1525,1616,1712,1934,1975,2075,2215,2261,2265,2326,2484,2564,2580,2672,2765,2767,2920,2990,3043,3274,3304,3374,3446,3544,3621,3725,3753,3907,4166,4280,4323,4460,4644,4760,5072,5114,5163,5261,5374,5603,5622,5631,5726,5812,5871,5933,5979,6098,6359,6472,6554,6641,7047,7245,7306,7442,7566,7779,7876,8173,8412,9026,9053,9078,9183,9199,9404,9785
11,16,17,415,610,858,939,994,1124,1310,1617,1746,1857,1898,2028,2103,2155,2181,2279,2306,2331,2475,2617,2658,2679,2724,3193,3241,3289,3403,3835,3911,3975,4079,4392,4565,4570,4969,4994,5336,5431,5441,5522,5618,5737,5800,6035,6062,6103,6324,6336,6640,6645,7118,7185,7316,7422,7475,7615,7748,7836,7843,7859,7974,8043,8131,8253,8345,8500,8736,8752,8838,8891,8979,9081,9147,9368,9396,9645,9689
90,497,522,621,691,706,780,916,924,1016,1037,1224,1383,1384,1596,1609,1626,1877,1907,1977,2241,2379,2383,2388,2475,2741,2903,2988,3017,3071,3328,3446,3642,3649,3836,3992,4021,4127,4303,4333,4359,4545,4707,4813,4870,4915,5013,5200,5325,5362,5397,5686,5970,6268,6451,6634,6773,6959,7107,7170,7448,7503,7772,8035,8104,8231,8454,8527,8791,9114,9141,9176,9206,9248,9349,9557,9583,9704,9737,9860
5,13,95,106,138,173,304,722,921,974,1048,1088,1146,1276,1280,1537,1555,1748,1833,1871,2065,2272,2304,2465,2508,2516,2567,2650,2736,2921,2955,3047,3047,3184,3193,3567,3737,3801,4120,4238,4388,4639,4777,4877,4881,4998,5023,5093,5266,5396,5565,5845,5942,6203,6279,6609,6847,6897,7140,7253,7508,7521,7564,7639,7701,7715,7808,7855,7910,8055,8552,8629,8632,8971,9053,9077,9135,9194,9453,9548
6,78,150,276,421,522,527,673,684,728,739,960,1431,1570,1697,1764,1879,1943,2045,2100,2127,2401,2405,2540,2884,3062,3361,3397,4078,4607,4619,4763,4861,4883,4977,5096,5115,5298,5301,5322,5447,5453,5478,5579,5671,5693,5704,5800,5808,5816,5857,5867,5869,5968,6165,6237,6292,6366,6428,6637,6823,6920,7060,7085,7371,7451,7522,7527,7540,7755,7773,8260,8486,8529,8979,9016,9047,9371,9626,9737
10,70,215,309,344,600,845,874,1025,1031,1046,1101,1178,1372,1433,1783,1839,1843,1880,1889,1929,2077,2214,2283,2485,2629,2740,2877,3248,3325,3364,3721,3904,4188,4299,4341,4352,4441,4474,4486,4846,4941,5127,5185,5358,5897,5930,6166,6473,6528,6722,6923,6992,7103,7118,7127,7376,7444,7775,7889,8071,8270,8302,8361,8398,8600,8664,8866,9030,9158,9164,9267,9390,9402,9550,9690,9705,9750,9905,9985
65,114,478,686,791,854,892,1060,1168,1423,1997,1998,2019,2405,2476,2621,2687,2711,2743,3197,3241,3266,3340,3508,3603,3644,3662,3692,3801,3813,3850,3931,4143,4412,4416,4921,4978,5384,5452,5561,5609,5825,5844,5979,6147,6490,6503,6572,6659,6701,6807,6838,6857,6990,7025,7294,7310,7433,7498,7769,7833,8097,8138,8204,8271,8334,8343,8517,8588,8646,8651,8694,8887,9101,9213,9415,9567,9764,9873,9874
67,170,248,479,507,568,577,589,618,968,1323,1362,1597,1893,1956,2070,2099,2203,2458,2488,2700,2736,2753,2781,2848,3151,3156,3280,3370,3390,3604,3812,3872,3911,4146,4441,4531,4632,4716,4916,4930,5000,5007,5043,5198,5455,5548,5961,6061,6076,6170,6223,6393,6396,6417,6482,6655,6809,6971,7183,7188,7192,7513,7526,7534,7564,7915,8164,8191,8333,8347,8397,8587,8699,9212,9238,9645,9679,9793,9955
687,739,1028,1343,1505,1642,1977,2077,2084,2121,2142,2225,2414,2427,2877,3154,3272,3600,3690,4176,4265,4492,4579,4879,4922,4948,5256,5422,5678,5757,5763,5810,5826,5875,5973,6043,6450,6494,6538,6571,6659,6724,6759,6890,6986,7134,7170,7212,7262,7296,7332,7359,7400,7487,7603,7649,7657,8026,8048,8088,8106,8197,8334,8387,8523,8631,8841,8866,8964,8978,9138,9208,9308,9398,9467,9555,9601,9607,9758,9961
265,330,443,577,612,704,704,768,966,1030,1040,1320,1472,1613,1635,1852,1861,1884,2000,2005,2027,2085,2123,2724,2758,2799,3002,3191,3195,3200,3263,3960,4062,4092,4103,4268,4269,4287,4487,4574,4641,4726,4875,4879,4979,5064,5490,5776,6049,6075,6393,6401,6466,6474,6587,6967,7014,7266,7334,7392,7489,7506,7646,7724,7883,7986,8209,8323,8393,8665,8687,8702,8850,9203,9253,9523,9584,9628,9927,9960
76,426,575,784,871,880,948,953,1047,1136,1366,1412,1546,1650,1809,2034,2103,2134,2164,2196,2360,2397,2622,2645,2659,2675,2853,2874,2887,3056,3176,3217,3348,3706,3754,4016,4052,4163,4194,4349,4380,4705,4952,5218,5339,5504,5580,5811,5996,6083,6645,6687,6699,6715,6802,6827,6872,7096,7260,7401,7415,7436,7485,7577,7654,7874,7971,7972,8187,8203,8572,8672,8796,8821,9171,9294,9344,9694,9929,9960
185,266,297,306,397,439,889,1127,1214,1447,1500,1910,2234,2326,2384,2442,2451,2492,2605,2614,2727,2790,2829,2840,3006,3027,3085,3181,3346,3364,3425,3711,4022,4160,4501,4505,4601,4629,4652,4828,4907,4974,5049,5083,5361,5476,5701,5776,6097,6240,6314,6389,6514,6602,6687,6932,6936,6958,7141,7270,7329,7447,7580,7592,7641,7745,7753,7916,8034,8132,8683,8688,8777,8784,8968,8986,9040,9525,9569,9863
103,464,473,538,926,1088,1139,1232,1317,1338,1404,1464,1600,1606,1808,2007,2025,2148,2176,2212,2532,2583,3027,3125,3230,3299,3338,3678,3748,3873,3914,3990,4071,4072,4205,4385,4436,4474,4783,5076,5139,5612,5714,5970,6028,6062,6072,6163,6496,6567,6745,6796,6884,6986,7072,7095,7273,7302,7532,7587,7624,7739,7880,8232,8274,8316,8331,8528,8613,8686,8728,8845,8981,9062,9110,9309,9359,9453,9462,9862
138,244,244,462,512,523,561,697,1016,1185,1488,1524,1917,2149,2280,2341,2378,2478,2623,2728,3070,3115,3421,3724,3895,3946,4025,4185,4196,4271,4620,4727,4993,5313,5522,5725,5734,5853,6025,6048,6323,6448,6459,6541,6677,6748,6988,6996,7096,7127,7210,7245,7662,7665,7689,7755,7765,7904,7935,8035,8087,8301,8340,8369,8397,8466,8469,8646,8666,8793,8877,9164,9258,9435,9461,9593,9690,9794,9837,9844
56,58,198,217,444,473,592,694,734,1067,1267,1470,1606,1666,1723,1725,2033,2106,2406,2627,2640,2904,3062,3197,3281,3285,3321,3324,3377,3434,3435,3584,3598,3751,3826,4127,4143,4144,4289,4475,4802,4803,5167,5232,5503,5698,5802,6194,6266,6365,6390,6430,6451,6691,6718,6785,6953,7028,7065,7079,7132,7531,7555,7579,7625,7920,7937,7947,8069,8134,8152,8156,8177,8546,8667,8994,9060,9118,9443,9834
495,551,660,749,877,1012,1247,1345,1741,1757,1770,1958,1971,2056,2275,2285,2310,2599,2609,2660,2667,2807,2810,2912,3042,3122,3356,3454,3462,3553,3578,3585,3742,3890,3954,4117,4278,4392,4525,4543,4568,4796,4920,4928,5016,5385,5511,5757,5775,6084,6856,6916,7169,7198,7207,7343,7348,7482,7500,7676,7710,7726,7759,7796,7947,8048,8176,8319,8352,8385,8591,8640,8692,8786,8944,9266,9270,9589,9772,9956
207,293,356,430,599,696,826,1054,1163,1407,1498,1533,1844,1999,2152,2255,2357,2433,2464,2728,2920,2984,3498,3597,3608,3849,3861,3876,3991,4024,4084,4177,4200,4333,4704,4744,4800,4862,4995,5134,5198,5327,5581,5666,5837,5928,5944,5953,6063,6206,6266,6441,6545,6632,6654,6665,6754,6799,7018,7191,7934,8057,8252,8286,8411,8434,8435,8514,8674,8709,8906,9110,9327,9431,9439,9526,9619,9682,9697,9943
16,123,156,469,654,706,797,1068,1228,1261,1321,1617,1791,1827,2056,2197,2325,2352,2575,2621,2670,2930,2933,2946,3169,3208,3275,3276,3321,3362,3847,4182,4275,4394,4699,4710,4799,5015,5051,5199,5344,5450,5457,5471,5513,5932,6011,6059,6188,6341,6356,6682,6687,6818,6917,6968,7225,7508,7608,7663,7983,8099,8253,8284,8491,8541,8596,8701,8753,8756,8909,9210,9437,9516,9518,9683,9771,9877,9915,9951
227,833,975,1080,1163,1407,1449,1522,1707,1907,1935,1945,2194,2207,2208,2419,2447,2466,2573,2737,2759,2762,2899,2939,3138,3200,3290,3317,3456,3462,3484,3613,3704,3784,3828,3933,4167,4251,4426,4570,4747,4892,4973,5190,5358,5458,5477,5655,5688,6145,6250,6472,6648,6650,6809,6894,6956,7125,7322,7355,7686,7810,7973,8023,8089,8173,8248,8413,8560,8643,8650,9004,9118,9234,9489,9592,9614,9699,9740,9887
55,494,646,647,759,824,1165,1265,1523,2092,2102,2177,2190,2513,2730,2767,2920,3266,3312,3528,3543,3609,3648,3838,3914,4028,4187,4279,4426,4431,4446,4485,4518,4607,4815,5049,5188,5243,5260,5354,5493,5702,6005,6007,6082,6523,6592,6701,6771,6805,6949,6967,7025,7085,7131,7216,7233,7723,7731,7759,7910,8355,8379,8417,8684,8688,8707,8746,8753,8958,8963,9116,9173,9187,9275,9682,9756,9788,9847,9903
90,91,355,356,486,486,574,730,781,936,1084,1479,1483,1616,1702,1998,2028,2131,2342,2525,2614,2653,2667,2668,2705,2867,2867,3352,3392,3442,3690,3714,3773,3795,3810,3920,3945,4085,4200,4318,4404,4513,4686,4850,4910,4995,5043,5169,5259,5423,5720,5931,6472,6481,6567,6807,6880,6969,7064,7136,7430,7471,7553,7639,7745,7951,8062,8102,8255,8335,8731,8866,9175,9344,9506,9657,9667,9679,9790,9888
73,125,338,347,564,600,662,665,669,670,760,823,868,929,939,1274,1454,1565,1613,1716,1728,1741,1906,2082,2264,2474,2592,2676,2681,3014,3111,3367,3432,3811,4384,4457,4660,4788,4827,4881,5008,5063,5073,5295,5461,5556,5631,5726,5845,5995,6194,6687,6887,7026,7496,7525,7572,7598,7608,7616,7750,7871,7908,8287,8415,8419,8475,8508,8534,8535,8850,8878,8887,9032,9063,9087,9351,9491,9647,9796
191,355,494,586,679,870,1034,1169,1178,1307,1393,1949,2066,2075,2141,2159,2218,2308,2413,2497,2757,3069,3264,3285,3320,3577,3601,3637,3898,4073,4270,4310,4334,5000,5072,5420,5512,5752,5842,6072,6186,6301,6468,6475,6489,6594,6794,6869,6980,7050,7079,7532,7715,7824,7916,8027,8042,8275,8373,8464,8498,8637,8786,8786,8821,9055,9158,9230,9237,9365,9391,9391,9438,9464,9470,9517,9634,9774,9782,9886
50,119,187,272,698,809,833,1149,1260,1278,1330,1521,1565,1765,1965,2003,2445,2595,2597,2792,2937,3019,3207,3675,3802,3945,4102,4368,4417,4422,4732,4834,4913,5014,5070,5090,5118,5144,5204,5342,5584,5698,5727,5743,5748,5805,5911,5994,6028,6475,6596,6681,6920,6921,7060,7151,7157,7557,7650,7692,7855,7980,8226,8265,8384,8389,8497,8586,8630,8723,8736,9030,9090,9149,9286,9290,9335,9658,9796,9897
1,175,301,371,384,418,597,643,1079,1128,1225,1307,1462,1544,1621,1763,1857,1864,2062,2190,2193,2330,2500,2645,2885,2899,2933,3122,3200,3556,3699,3857,3999,4084,4233,4326,4604,4824,4974,5114,5148,5394,5447,5503,5812,5863,6067,6159,6310,6592,6633,6698,6728,6848,6872,6936,6937,7042,7295,7380,7747,7899,7943,8009,8067,8125,8188,8535,8711,8772,8833,9021,9084,9105,9262,9501,9505,9546,9846,9914
1,100,214,319,503,695,976,985,1080,1129,1147,1334,1359,1466,1537,1619,1685,1719,1726,1825,2013,2165,2412,2780,3200,3331,3337,3577,3583,3605,4109,4178,4361,4406,4498,4920,5032,5496,5637,5758,5904,5912,6086,6205,6255,6359,6410,6873,7075,7138,7167,7260,7378,7491,7615,7720,7887,7932,8058,8072,8246,8277,8437,8529,8770,8793,8804,8882,9117,9128,9193,9405,9542,9566,9675,9819,9885,9935,9959,9998
13,91,152,383,473,787,857,896,985,1078,1107,1324,1456,1643,1663,1737,1947,1972,2099,2172,2541,2609,2660,2969,3134,3307,3343,3466,3578,3606,3728,3805,3931,3984,4044,4071,4286,4540,4980,4998,5033,5379,5432,5466,5506,5705,5783,6165,6299,6351,6663,6853,6921,7147,7197,7222,7248,7384,7489,7675,7805,8160,8419,8579,8600,8690,8853,8888,9131,9158,9417,9494,9645,9676,9680,9692,9854,9889,9929,9953
421,519,1005,1110,1197,1394,1414,1432,1587,2146,2164,2177,2214,2355,2611,2742,3022,3120,3219,3241,3247,3372,3401,3495,3723,3871,3941,3953,3992,4002,4097,4101,4512,4630,4830,5019,5062,5089,5147,5186,5879,5991,6134,6201,6251,6351,6483,6516,6634,6671,6691,6791,6846,6935,6959,6967,7079,7465,7708,7768,7829,7830,7984,7988,8004,8095,8270,8697,8787,8825,8852,8923,9059,9061,9096,9625,9627,9896,9939,9966
621,657,690,850,994,1211,1347,1438,1549,1622,1728,1736,1948,2189,2616,2821,2822,2831,2944,2999,3141,3176,3355,3436,3465,3531,3671,3897,3906,3983,4005,4045,4131,4153,4190,4257,4261,4324,4356,4524,5350,5462,5463,5529,5638,5893,5946,5958,6353,6644,6665,6843,6892,6942,6943,6954,7217,7280,7415,7489,7499,7519,7684,7701,7724,7800,7847,7991,8060,8586,8672,9273,9296,9317,9453,9532,9681,9848,9940,9994
99,351,399,468,743,888,968,1037,1106,1322,1342,1392,1487,1529,1581,1614,1661,1932,1973,2008,2070,2142,2582,2596,2634,2748,2781,2790,2807,2917,3249,3265,3301,3346,3412,3557,3671,3972,3996,4312,4443,4530,4652,4685,4734,4756,5303,5317,5658,5698,5976,6086,6480,7099,7110,7182,7186,7215,7222,7255,7350,7599,7736,7744,7855,7959,8001,8092,8304,8621,8716,8941,9020,9138,9328,9417,9428,9517,9731,9937
20,104,242,249,337,615,632,769,875,957,1004,1103,1256,1571,1671,1715,1946,1985,2035,2138,2239,2401,2433,2556,2636,2770,2863,2881,2965,2987,3073,3088,3147,3366,3653,3727,3790,3954,4210,4278,4338,4338,4345,4424,4587,4595,5008,5061,5194,5304,5411,5962,5997,6105,6282,6518,6546,6679,6694,6766,6820,6986,6998,7444,7574,7956,7960,8219,8282,8358,8650,8652,8693,8743,8857,9352,9387,9688,9885,9974
157,438,557,584,707,748,770,904,958,1098,1137,1140,1181,1299,1314,1519,1663,1846,1885,1948,2015,2069,2199,2388,2427,2632,2684,2710,2864,2900,3016,3050,3058,3287,3525,3525,3600,3619,3857,3873,4189,4399,4520,4533,4878,5002,5423,5569,5640,5648,5899,6015,6120,6276,6818,6819,7041,7231,7314,7583,7628,7649,7665,7759,7770,7843,7887,8111,8150,8162,8171,8367,8801,9073,9075,9096,9192,9441,9616,9955
4,194,419,435,463,909,1477,1488,1492,1502,1650,1738,1772,1787,1807,2174,2201,2634,2762,2790,2863,2922,2963,3014,3031,3061,3095,3234,3467,3541,3547,3789,4133,4156,4198,4280,4315,4370,4416,4633,4665,4825,5054,5457,5591,6015,6318,6343,6381,6574,6593,6758,6798,7026,7134,7340,7578,7940,7974,8126,8158,8168,8467,8486,8506,8574,8688,8835,8840,8856,9092,9484,9547,9555,9701,9742,9822,9824,9859,9861
24,126,199,250,646,663,788,830,949,977,1028,1069,1101,1220,1397,1413,1546,1577,1579,1715,1730,1870,2149,2183,2192,2442,2685,2988,3140,3159,3167,3767,3997,4086,4321,4477,4744,4995,5021,5481,5494,5586,5682,5764,5776,5812,5913,5928,6076,6086,6108,6115,6326,6608,6703,6867,7131,7138,7491,7561,7616,7642,7663,7857,8132,8534,8649,8697,8927,8969,8986,9012,9160,9196,9253,9528,9590,9688,9821,9887
155,269,309,550,624,656,830,917,1105,1176,1179,1394,1439,1478,1549,1574,1731,1848,2175,2336,2552,2952,2954,3058,3124,3165,3352,3406,3469,3698,4246,4416,4499,4509,4580,4601,4738,4743,4890,4942,4986,4988,4990,5245,5284,5431,5625,6089,6211,6407,6513,6536,6549,6672,6872,6988,7085,7120,7140,7207,7213,7693,8074,8191,8208,8228,8245,8333,8452,8611,8645,8677,8706,8881,8891,9283,9429,9459,9730,9901
44,102,117,225,264,290,367,374,397,621,727,911,1109,1202,1398,1463,1588,1918,1998,2312,2462,2530,2566,2669,2756,2766,2858,2917,3296,3304,3627,3926,3928,3979,4107,4130,4182,4244,4478,4495,4568,4606,4626,4692,4694,4747,4854,5021,5509,5604,5627,5788,5866,5887,5940,5948,5986,6127,6269,6512,6744,6988,7070,7309,7589,7724,7845,7922,8129,8249,8346,8568,8679,8940,8982,9053,9159,9443,9608,9749
39,218,394,445,470,602,782,820,884,941,1031,1541,1788,1838,1925,1978,2000,2080,2237,2254,2584,2710,3000,3034,3146,3443,3631,3637,3687,3842,4164,4473,4515,4552,4565,4724,4895,4901,4927,4945,5240,5387,5553,5670,5736,5786,6028,6047,6117,6191,6318,6538,6666,6705,6830,7172,7204,7306,7309,7428,7437,7596,7865,7912,7969,8063,8082,8101,8332,8714,8903,9156,9245,9310,9349,9535,9807,9861,9890,9940
122,478,1155,1225,1308,1607,1671,1696,2067,2091,2119,2317,2337,2919,2997,3081,3088,3101,3582,3768,4230,4258,4533,4536,4549,4562,4705,4760,4900,4923,4934,4985,5229,5437,5514,5600,5605,5793,5886,6007,6072,6163,6166,6208,6566,6603,6699,6741,6758,6760,6821,6840,6880,7002,7171,7188,7243,7271,7365,7399,7675,7774,7839,7886,8076,8459,8546,8599,8720,8792,8818,9012,9056,9062,9256,9306,9609,9633,9698,9927
